instance_id,variant_type,repo,lang,split,status,exclusion_reason,flags,n_f2p_effective,n_p2p_effective,p_hat_orig,p_hat_source_orig,empirical_success_rate
kodcode-1a5cc5096202,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-198107b14766,ut_pytest,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
kodcode-e256e924570b,ut_pytest,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
kodcode-6821c873d8b5,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-950513bfc767,ut_pytest,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
ko-native-5db4243efbc9,ut_function,,ko,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=1,k=4)",0.875
ko-native-7719bc5e046f,ut_function,,ko,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=1,k=4)",
ko-native-5934a60fece3,ut_function,,ko,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.375,"measured_pass_at_k(n=1,k=8)",0.0
ko-native-9856e93dca5e,ut_function,,ko,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=1,k=4)",
rstar-6ec7a9a35b15,ut_stdio,,en,test,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
rstar-07c342687de8,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
rstar-b873eba9a41d,ut_stdio,,en,validation,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=16)",
rstar-a17f1f11e814,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=16)",1.0
rstar-f87069bb205d,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
rstar-b55ef36af2ff,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.5
rstar-1f902c25fbee,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
rstar-4f6fa4a82123,ut_stdio,,en,excluded,excluded,TOO_HARD,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.0
rstar-feaf3eb4738f,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
rstar-7557abd4edd5,ut_stdio,,en,excluded,excluded,TOO_HARD,no_reference_solution,0,0,0.375,"measured_pass_at_k(n=2,k=16)",0.0
rstar-4169aab281cc,ut_stdio,,en,test,ok,,no_reference_solution,0,0,0.75,"measured_pass_at_k(n=2,k=8)",
rstar-32ec35242dd4,ut_stdio,,en,test,ok,,no_reference_solution,0,0,0.75,"measured_pass_at_k(n=2,k=8)",
rstar-76165fa9ae68,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
rstar-4d8d21ca1ee0,ut_stdio,,en,test,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-b74a977117ba,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-d22220c5cd42,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.875
opencodeinstruct-3ca22df41497,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-c34684cb4880,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-f50aa6f61493,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-92914381741d,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-c6a705b5085c,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-b0e1edb7d712,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.75
opencodeinstruct-7d3b291ffca0,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-110f8c11574c,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-699b3001f876,ut_function,,en,excluded,excluded,TOO_EASY,,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-1fb5276edc95,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-9aef62e8cb10,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",0.5
opencodeinstruct-77d44ec7ed5b,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-395b5e306805,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=1,k=4)",1.0
opencodeinstruct-29eff7df196a,ut_function,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-ee3eed650bcd,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-7c677c37456c,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-c4258bc0bac6,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-866cbe4157e8,ut_function,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.0
opencodeinstruct-6f896cc4934c,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.75
opencodeinstruct-a97d40f22f5c,ut_function,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-4bfff31c6608,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-ffc905b836e8,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-ab806e33d9dd,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-f68a973d4f12,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-7313aa400242,ut_function,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-9e200e32d19c,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.125
opencodeinstruct-898ab95152ce,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.375,"measured_pass_at_k(n=2,k=16)",1.0
opencodeinstruct-3747fe7b119a,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-262451d0d95a,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-046295b1d2cf,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-890b71a33f5c,ut_function,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.375,"measured_pass_at_k(n=2,k=16)",
opencodeinstruct-c270626a4a37,ut_function,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-1a039314e1ad,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-cd8e08a780ce,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.875
opencodeinstruct-1819b9150529,ut_function,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",
kodcode-2a6c56bd3413,ut_pytest,,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL;PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",0.0
opencodeinstruct-177a03c799ea,ut_function,,en,excluded,excluded,DUPLICATE,dup_of:opencodeinstruct-1e4edd44078b;PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",
kodcode-405d8ea5cf47,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-f0491d91539b,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-fed321e78ba4,ut_pytest,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
kodcode-176f94baef0a,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.25
kodcode-a5d0d70a9aa3,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-1f3f37bb12b0,ut_pytest,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
kodcode-4da4542979ae,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.625
kodcode-21a413afd7b3,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.25
kodcode-10d9b9a2dc2d,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.625
opencodeinstruct-4dd84b4f7c9c,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.125
opencodeinstruct-21e3afaaecd5,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.875
kodcode-d19097e478af,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-3c24a4d97a13,ut_function,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.0
kodcode-f381c1bca697,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-ac99764464d4,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.375,"measured_pass_at_k(n=2,k=16)",1.0
kodcode-09ac62d7feb7,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.875
kodcode-1125092a94cd,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.5
kodcode-4885fc32bd5f,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-63414cebd5aa,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=16)",0.75
kodcode-e68261b3d297,ut_pytest,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",
kodcode-3e0677a9de70,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-32f553fcd5d7,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.625
kodcode-f97bc6cd7637,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-acc41cd08c6d,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.75
kodcode-92608936e227,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-53d5d2807252,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",0.875
kodcode-47fe127872ad,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.5
kodcode-a2b873ea7093,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-bc767efbdf3d,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.625
kodcode-d62790e86db9,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-d293051b00bb,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=16)",1.0
kodcode-adfa917a1e30,ut_pytest,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
kodcode-70fc1f4d0aa8,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-c9ef6a5815d0,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.875
kodcode-0c1fc218ac07,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.25
kodcode-fd31d958d53b,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.875
opencodeinstruct-44e274c01e78,ut_function,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.0
opencodeinstruct-c49a38504f21,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
ko-native-d9e0de548d98,ut_function,,ko,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=1,k=4)",1.0
ko-native-10d7ccab23d1,ut_function,,ko,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=1,k=4)",
ko-native-c063ead3e6e1,ut_function,,ko,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=1,k=4)",1.0
ko-native-a6a6ed1fc554,ut_function,,ko,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=1,k=4)",1.0
ko-native-01d90a1b0add,ut_function,,ko,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=1,k=8)",1.0
rstar-151271b34a42,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.875
rstar-678c105f5769,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=16)",0.75
rstar-bad3fa420ab4,ut_stdio,,en,excluded,excluded,TOO_HARD,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.0
rstar-35e26d555afb,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.25
rstar-770f61c4bb41,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
rstar-7424a94b32e1,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.75
rstar-c5aee8368083,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
rstar-c400f9700862,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
rstar-365a2f99fd3a,ut_stdio,,en,train,ok,,no_reference_solution;HARD_BUT_PARTIAL_SIGNAL,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.0
rstar-f2c4a53843a6,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.5
rstar-b4666ac641da,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.375
rstar-e34fb6215bfb,ut_stdio,,en,validation,ok,,no_reference_solution,0,0,0.75,"measured_pass_at_k(n=2,k=8)",
rstar-5cb653415be5,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.375
rstar-facdc805938c,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.25
rstar-f74814f75308,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
rstar-7d0da0e56250,ut_stdio,,en,train,ok,,no_reference_solution;HARD_BUT_PARTIAL_SIGNAL,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.0
rstar-c5ad1824d345,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.5
rstar-1ae3e7ff0ac7,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
rstar-51c6062ef199,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.5
rstar-1a6ab80d3cd2,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.125
rstar-71511ee2025f,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=16)",0.875
opencodeinstruct-ef44bae849d4,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-d23d086b6410,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-e2615a776823,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-84045bb9e9eb,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.75
opencodeinstruct-ab7e776ed952,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.25
opencodeinstruct-c8c818a4522b,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-b83f3df481ac,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-138606ce8884,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-f3d3e5bfa5f5,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-2c3ca3353e0e,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.375,"measured_pass_at_k(n=2,k=16)",0.25
opencodeinstruct-7d2a44747533,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.75
opencodeinstruct-8a56eda8e5b8,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.125
opencodeinstruct-f25ac34e04d9,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-ba18ece74fd1,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",1.0
opencodeinstruct-5b46345c0f96,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.375,"measured_pass_at_k(n=2,k=16)",1.0
opencodeinstruct-1c87c10c18ee,ut_function,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-1aad42ab9e84,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-e902ae98cb0d,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-01a37ba1b5e5,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",1.0
opencodeinstruct-17968ab0a8f0,ut_function,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-10ad94cf5654,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.125
opencodeinstruct-c994a62bce9c,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.375,"measured_pass_at_k(n=2,k=16)",
opencodeinstruct-e12e3d69d880,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-1a58a48359ec,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-d207a43c2921,ut_function,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",0.0
opencodeinstruct-1d92e0a34d19,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-c98cb8a4e75f,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-c93033095b20,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.5
opencodeinstruct-86d726e927ad,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=16)",
opencodeinstruct-01f0ccb3443d,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-1b60151b185c,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-b2e37b4a1c0d,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.125
opencodeinstruct-b0d01e03d4c6,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-eafe81122185,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",1.0
opencodeinstruct-f64180a0e820,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.375,"measured_pass_at_k(n=2,k=16)",1.0
opencodeinstruct-bcfd6edfb6af,ut_function,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.375,"measured_pass_at_k(n=2,k=16)",
opencodeinstruct-4b562e7768da,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
